Grupo;Grupo_Nome;EAP;Descricao;Pavimento;Mes_Inicio;Mes_Fim;Custo;Hh
7;INSTALAÇÕES ELÉTRICAS E TELECOMUNICAÇÕES;7.1.12;Ponto de TV/antena coletiva;5º;14;15;412;4
7;INSTALAÇÕES ELÉTRICAS E TELECOMUNICAÇÕES;7.1.12;Ponto de TV/antena coletiva;6º/Plat;15;16;206;2
7;INSTALAÇÕES ELÉTRICAS E TELECOMUNICAÇÕES;7.1.13;Sistema de interfone com vídeo porteiro central;1º;10;17;7650;40
7;INSTALAÇÕES ELÉTRICAS E TELECOMUNICAÇÕES;7.1.14;Sistema de controle de acesso facial + câmeras de segurança;1º;10;17;22700;32
8;INSTALAÇÕES ESPECIAIS;8.1.1;Central GLP P-13 com abrigo ventilado térreo;1º;10;17;12300;32
8;INSTALAÇÕES ESPECIAIS;8.1.2;Tubulação de gás em cobre rígido tipo L Ø 22mm;Edifício;10;17;8470;70
8;INSTALAÇÕES ESPECIAIS;8.1.3;Medidor de gás individual;1º;10;11;363;1.8
8;INSTALAÇÕES ESPECIAIS;8.1.3;Medidor de gás individual;2º;11;12;1452;7.2
8;INSTALAÇÕES ESPECIAIS;8.1.3;Medidor de gás individual;3º;12;13;1452;7.2
8;INSTALAÇÕES ESPECIAIS;8.1.3;Medidor de gás individual;4º;13;14;1452;7.2
8;INSTALAÇÕES ESPECIAIS;8.1.3;Medidor de gás individual;5º;14;15;1452;7.2
8;INSTALAÇÕES ESPECIAIS;8.1.3;Medidor de gás individual;6º/Plat;15;16;726;3.6
8;INSTALAÇÕES ESPECIAIS;8.1.4;Ponto de gás (cozinha);1º;10;11;140;1.5
8;INSTALAÇÕES ESPECIAIS;8.1.4;Ponto de gás (cozinha);2º;11;12;560;6
8;INSTALAÇÕES ESPECIAIS;8.1.4;Ponto de gás (cozinha);3º;12;13;560;6
8;INSTALAÇÕES ESPECIAIS;8.1.4;Ponto de gás (cozinha);4º;13;14;560;6
8;INSTALAÇÕES ESPECIAIS;8.1.4;Ponto de gás (cozinha);5º;14;15;560;6
8;INSTALAÇÕES ESPECIAIS;8.1.4;Ponto de gás (cozinha);6º/Plat;15;16;280;3
8;INSTALAÇÕES ESPECIAIS;8.1.5;Hidrante de parede completo (mangotinho + abrigo + registro);1º;10;11;2330;4
8;INSTALAÇÕES ESPECIAIS;8.1.5;Hidrante de parede completo (mangotinho + abrigo + registro);2º;11;12;2330;4
8;INSTALAÇÕES ESPECIAIS;8.1.5;Hidrante de parede completo (mangotinho + abrigo + registro);3º;12;13;2330;4
8;INSTALAÇÕES ESPECIAIS;8.1.5;Hidrante de parede completo (mangotinho + abrigo + registro);4º;13;14;2330;4
8;INSTALAÇÕES ESPECIAIS;8.1.5;Hidrante de parede completo (mangotinho + abrigo + registro);5º;14;15;2330;4
8;INSTALAÇÕES ESPECIAIS;8.1.5;Hidrante de parede completo (mangotinho + abrigo + registro);6º/Plat;15;16;2330;4
8;INSTALAÇÕES ESPECIAIS;8.1.6;Tubulação de incêndio aço galvanizado Ø 65 mm (2½");Edifício;10;17;7200;36
8;INSTALAÇÕES ESPECIAIS;8.1.7;Sistema SPDA — captor Franklin + malha + descidas + aterramento;Edifício;10;17;13000;60
8;INSTALAÇÕES ESPECIAIS;8.1.8;Porta corta-fogo P-90 (escada);1º;10;11;2135;6
8;INSTALAÇÕES ESPECIAIS;8.1.8;Porta corta-fogo P-90 (escada);2º;11;12;2135;6
8;INSTALAÇÕES ESPECIAIS;8.1.8;Porta corta-fogo P-90 (escada);3º;12;13;2135;6
8;INSTALAÇÕES ESPECIAIS;8.1.8;Porta corta-fogo P-90 (escada);4º;13;14;2135;6
8;INSTALAÇÕES ESPECIAIS;8.1.8;Porta corta-fogo P-90 (escada);5º;14;15;2135;6
8;INSTALAÇÕES ESPECIAIS;8.1.8;Porta corta-fogo P-90 (escada);6º/Plat;15;16;2135;6
8;INSTALAÇÕES ESPECIAIS;8.1.9;Bomba de incêndio + acessórios;Edifício;10;17;10650;32
8;INSTALAÇÕES ESPECIAIS;8.1.10;Extintor PQS 6 kg;Edifício;10;17;1544;16
8;INSTALAÇÕES ESPECIAIS;8.1.11;Extintor CO2 6 kg;Edifício;10;17;626;4
8;INSTALAÇÕES ESPECIAIS;8.1.12;Iluminação de emergência em bloco autônomo LED;Edifício;10;17;5490;24
8;INSTALAÇÕES ESPECIAIS;8.1.13;Sinalização fotoluminescente (placas);Edifício;10;17;1860;32
8;INSTALAÇÕES ESPECIAIS;8.1.14;Sistema de alarme/detecção de incêndio (central + acionadores + sirene);Edifício;10;17;16300;80
8;INSTALAÇÕES ESPECIAIS;8.1.15;Infraestrutura split (ponto elétrico + dreno + suporte condensadora);1º;10;11;1720;18
8;INSTALAÇÕES ESPECIAIS;8.1.15;Infraestrutura split (ponto elétrico + dreno + suporte condensadora);2º;11;12;1290;13.5
8;INSTALAÇÕES ESPECIAIS;8.1.15;Infraestrutura split (ponto elétrico + dreno + suporte condensadora);3º;12;13;1290;13.5
8;INSTALAÇÕES ESPECIAIS;8.1.15;Infraestrutura split (ponto elétrico + dreno + suporte condensadora);4º;13;14;1290;13.5
8;INSTALAÇÕES ESPECIAIS;8.1.15;Infraestrutura split (ponto elétrico + dreno + suporte condensadora);5º;14;15;1290;13.5
8;INSTALAÇÕES ESPECIAIS;8.1.15;Infraestrutura split (ponto elétrico + dreno + suporte condensadora);6º/Plat;15;16;1290;13.5
8;INSTALAÇÕES ESPECIAIS;8.1.16;Elevador de passageiros 6 pessoas, 6 paradas (T+5);Edifício;14;18;230000;320
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.1;Impermeabilização laje cobertura — manta asfáltica 4 mm;Edifício;11;17;15653.87;351
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.2;Impermeabilização banheiros (Viaplus 1000 sobre emboço);1º;13;14;780.68;8.7
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.2;Impermeabilização banheiros (Viaplus 1000 sobre emboço);2º;14;15;3643.15;40.5
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.2;Impermeabilização banheiros (Viaplus 1000 sobre emboço);3º;15;16;3643.15;40.5
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.2;Impermeabilização banheiros (Viaplus 1000 sobre emboço);4º;16;17;3643.15;40.5
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.2;Impermeabilização banheiros (Viaplus 1000 sobre emboço);5º;17;18;3643.15;40.5
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.2;Impermeabilização banheiros (Viaplus 1000 sobre emboço);6º/Plat;18;19;2654.3;29.5
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.3;Impermeabilização cozinhas e área de serviço (Viaplus 1000);1º;13;14;260.23;2.9
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.3;Impermeabilização cozinhas e área de serviço (Viaplus 1000);2º;14;15;1301.12;14.4
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.3;Impermeabilização cozinhas e área de serviço (Viaplus 1000);3º;15;16;1301.12;14.4
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.3;Impermeabilização cozinhas e área de serviço (Viaplus 1000);4º;16;17;1301.12;14.4
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.3;Impermeabilização cozinhas e área de serviço (Viaplus 1000);5º;17;18;1301.12;14.4
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.3;Impermeabilização cozinhas e área de serviço (Viaplus 1000);6º/Plat;18;19;416.36;4.6
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.4;Impermeabilização reservatórios (Viaplus 5000);Edifício;11;17;6360.72;54.4
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.5;Calha em chapa galvanizada #24, desenvolvimento 50 cm;Edifício;11;17;3500;35
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.6;Rufo em chapa galvanizada #24, desenvolvimento 25 cm;Edifício;11;17;2777.5;38.5
9;COBERTURA E IMPERMEABILIZAÇÃO;9.1.7;Condutor de águas pluviais — tubo PVC DN100;Edifício;11;17;4068;28.8
10;APLICAÇÃO DE GESSO;10.1.1;Revestimento de gesso liso em parede interna seca (gesso pasta+desempeno);1º;12;13;6375;153
10;APLICAÇÃO DE GESSO;10.1.1;Revestimento de gesso liso em parede interna seca (gesso pasta+desempeno);2º;13;14;9400;225.6
10;APLICAÇÃO DE GESSO;10.1.1;Revestimento de gesso liso em parede interna seca (gesso pasta+desempeno);3º;14;15;8750;210
10;APLICAÇÃO DE GESSO;10.1.1;Revestimento de gesso liso em parede interna seca (gesso pasta+desempeno);4º;15;16;8750;210
10;APLICAÇÃO DE GESSO;10.1.1;Revestimento de gesso liso em parede interna seca (gesso pasta+desempeno);5º;16;17;8350;200.4
10;APLICAÇÃO DE GESSO;10.1.1;Revestimento de gesso liso em parede interna seca (gesso pasta+desempeno);6º/Plat;17;18;7825;187.8
10;APLICAÇÃO DE GESSO;10.1.2;Forro de gesso rebaixado em placas — flats e áreas comuns;1º;12;13;10575;112.8
10;APLICAÇÃO DE GESSO;10.1.2;Forro de gesso rebaixado em placas — flats e áreas comuns;2º;13;14;7875;84
10;APLICAÇÃO DE GESSO;10.1.2;Forro de gesso rebaixado em placas — flats e áreas comuns;3º;14;15;7575;80.8
10;APLICAÇÃO DE GESSO;10.1.2;Forro de gesso rebaixado em placas — flats e áreas comuns;4º;15;16;7575;80.8
10;APLICAÇÃO DE GESSO;10.1.2;Forro de gesso rebaixado em placas — flats e áreas comuns;5º;16;17;7650;81.6
10;APLICAÇÃO DE GESSO;10.1.2;Forro de gesso rebaixado em placas — flats e áreas comuns;6º/Plat;17;18;0;0
11;PISOS E RODAPÉS;11.1.1;Peitoris de granito Verde Ubatuba;1º;13;14;2055.8;8.4
11;PISOS E RODAPÉS;11.1.1;Peitoris de granito Verde Ubatuba;2º;14;15;1027.9;4.2
11;PISOS E RODAPÉS;11.1.1;Peitoris de granito Verde Ubatuba;3º;15;16;1027.9;4.2
11;PISOS E RODAPÉS;11.1.1;Peitoris de granito Verde Ubatuba;4º;16;17;1027.9;4.2
11;PISOS E RODAPÉS;11.1.1;Peitoris de granito Verde Ubatuba;5º;17;18;1027.9;4.2
11;PISOS E RODAPÉS;11.1.1;Peitoris de granito Verde Ubatuba;6º/Plat;18;19;1233.48;5
11;PISOS E RODAPÉS;11.1.2;Contrapiso autonivelante e=3 cm, todas as áreas internas;1º;13;14;2570.07;20.4
11;PISOS E RODAPÉS;11.1.2;Contrapiso autonivelante e=3 cm, todas as áreas internas;2º;14;15;14049.72;111.7
11;PISOS E RODAPÉS;11.1.2;Contrapiso autonivelante e=3 cm, todas as áreas internas;3º;15;16;7995.78;63.6
11;PISOS E RODAPÉS;11.1.2;Contrapiso autonivelante e=3 cm, todas as áreas internas;4º;16;17;7995.78;63.6
11;PISOS E RODAPÉS;11.1.2;Contrapiso autonivelante e=3 cm, todas as áreas internas;5º;17;18;8795.36;69.9
11;PISOS E RODAPÉS;11.1.2;Contrapiso autonivelante e=3 cm, todas as áreas internas;6º/Plat;18;19;23244.87;184.8
11;PISOS E RODAPÉS;11.1.3;Azulejo cerâmico 30×40 cm — paredes  h=2,70 m;1º;13;14;9430.2;95.4
11;PISOS E RODAPÉS;11.1.3;Azulejo cerâmico 30×40 cm — paredes  h=2,70 m;2º;14;15;16764.8;169.6
11;PISOS E RODAPÉS;11.1.3;Azulejo cerâmico 30×40 cm — paredes  h=2,70 m;3º;15;16;16764.8;169.6
11;PISOS E RODAPÉS;11.1.3;Azulejo cerâmico 30×40 cm — paredes  h=2,70 m;4º;16;17;16764.8;169.6
11;PISOS E RODAPÉS;11.1.3;Azulejo cerâmico 30×40 cm — paredes  h=2,70 m;5º;17;18;15717;159
11;PISOS E RODAPÉS;11.1.3;Azulejo cerâmico 30×40 cm — paredes  h=2,70 m;6º/Plat;18;19;15088.32;152.6
11;PISOS E RODAPÉS;11.1.4;Porcelanato 60×60 cm retificado, cor clara — áreas sociais/cozinhas/halls;1º;13;14;4547.25;38.2
11;PISOS E RODAPÉS;11.1.4;Porcelanato 60×60 cm retificado, cor clara — áreas sociais/cozinhas/halls;2º;14;15;12378.62;103.9
11;PISOS E RODAPÉS;11.1.4;Porcelanato 60×60 cm retificado, cor clara — áreas sociais/cozinhas/halls;3º;15;16;9094.5;76.3
11;PISOS E RODAPÉS;11.1.4;Porcelanato 60×60 cm retificado, cor clara — áreas sociais/cozinhas/halls;4º;16;17;9094.5;76.3
11;PISOS E RODAPÉS;11.1.4;Porcelanato 60×60 cm retificado, cor clara — áreas sociais/cozinhas/halls;5º;17;18;9473.44;79.5
11;PISOS E RODAPÉS;11.1.4;Porcelanato 60×60 cm retificado, cor clara — áreas sociais/cozinhas/halls;6º/Plat;18;19;8462.94;71
11;PISOS E RODAPÉS;11.1.5;Soleira de granito Verde Ubatuba e=2 cm;1º;13;14;616.74;3.3
11;PISOS E RODAPÉS;11.1.5;Soleira de granito Verde Ubatuba e=2 cm;2º;14;15;1130.69;6
11;PISOS E RODAPÉS;11.1.5;Soleira de granito Verde Ubatuba e=2 cm;3º;15;16;1130.69;6
11;PISOS E RODAPÉS;11.1.5;Soleira de granito Verde Ubatuba e=2 cm;4º;16;17;1130.69;6
11;PISOS E RODAPÉS;11.1.5;Soleira de granito Verde Ubatuba e=2 cm;5º;17;18;1130.69;6
11;PISOS E RODAPÉS;11.1.5;Soleira de granito Verde Ubatuba e=2 cm;6º/Plat;18;19;1027.9;5.5
11;PISOS E RODAPÉS;11.1.6;Piso Polido;1º;10;17;7702.8;8
11;PISOS E RODAPÉS;11.1.7;Laminado de madeira AC4 c/ rodape de 5cm — quartos/dormitórios dos flats(Material e MO);1º;13;14;0;0
11;PISOS E RODAPÉS;11.1.7;Laminado de madeira AC4 c/ rodape de 5cm — quartos/dormitórios dos flats(Material e MO);2º;14;15;9913.8;69.8
11;PISOS E RODAPÉS;11.1.7;Laminado de madeira AC4 c/ rodape de 5cm — quartos/dormitórios dos flats(Material e MO);3º;15;16;9753.9;68.6
11;PISOS E RODAPÉS;11.1.7;Laminado de madeira AC4 c/ rodape de 5cm — quartos/dormitórios dos flats(Material e MO);4º;16;17;9753.9;68.6
11;PISOS E RODAPÉS;11.1.7;Laminado de madeira AC4 c/ rodape de 5cm — quartos/dormitórios dos flats(Material e MO);5º;17;18;8794.5;61.9
11;PISOS E RODAPÉS;11.1.7;Laminado de madeira AC4 c/ rodape de 5cm — quartos/dormitórios dos flats(Material e MO);6º/Plat;18;19;6396;45
11;PISOS E RODAPÉS;11.1.8;Rodapé porcelanato h=7 cm — sobre piso porcelanato;1º;13;14;915;2.1
11;PISOS E RODAPÉS;11.1.8;Rodapé porcelanato h=7 cm — sobre piso porcelanato;2º;14;15;854;2
11;PISOS E RODAPÉS;11.1.8;Rodapé porcelanato h=7 cm — sobre piso porcelanato;3º;15;16;854;2
11;PISOS E RODAPÉS;11.1.8;Rodapé porcelanato h=7 cm — sobre piso porcelanato;4º;16;17;793;1.8
11;PISOS E RODAPÉS;11.1.8;Rodapé porcelanato h=7 cm — sobre piso porcelanato;5º;17;18;793;1.8
11;PISOS E RODAPÉS;11.1.8;Rodapé porcelanato h=7 cm — sobre piso porcelanato;6º/Plat;18;19;732;1.7
11;PISOS E RODAPÉS;11.1.9;Piso tátil direcional/alerta — passeio público;1º;10;17;1446.84;9.6
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.1;Kit porta de madeira 80×210 cm (entrada apto) — folha+marco+alizar+ferragem+pintura;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.1;Kit porta de madeira 80×210 cm (entrada apto) — folha+marco+alizar+ferragem+pintura;2º;14;16;5820;27
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.1;Kit porta de madeira 80×210 cm (entrada apto) — folha+marco+alizar+ferragem+pintura;3º;15;17;4850;22.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.1;Kit porta de madeira 80×210 cm (entrada apto) — folha+marco+alizar+ferragem+pintura;4º;16;18;4850;22.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.1;Kit porta de madeira 80×210 cm (entrada apto) — folha+marco+alizar+ferragem+pintura;5º;17;19;4850;22.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.1;Kit porta de madeira 80×210 cm (entrada apto) — folha+marco+alizar+ferragem+pintura;6º/Plat;18;19;4850;22.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.2;Kit porta de madeira 60×210 cm;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.2;Kit porta de madeira 60×210 cm;2º;14;16;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.2;Kit porta de madeira 60×210 cm;3º;15;17;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.2;Kit porta de madeira 60×210 cm;4º;16;18;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.2;Kit porta de madeira 60×210 cm;5º;17;19;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.2;Kit porta de madeira 60×210 cm;6º/Plat;18;19;817;4.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.3;Kit porta de madeira 85×210 cm;1º;14;15;970;4.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.3;Kit porta de madeira 85×210 cm;2º;14;16;970;4.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.3;Kit porta de madeira 85×210 cm;3º;15;17;970;4.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.3;Kit porta de madeira 85×210 cm;4º;16;18;970;4.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.3;Kit porta de madeira 85×210 cm;5º;17;19;970;4.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.3;Kit porta de madeira 85×210 cm;6º/Plat;18;19;970;4.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.4;Porta 90×210 cm  - Blindex- Correr;1º;10;17;4254.72;21
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.5;Porta 100x250 cm - Blindex;2º;10;17;937.99;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.6;Porta 205x250 cm - Blindex;6º/Plat;10;17;1922.88;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.7;Porta 270x250 cm - Blindex;6º/Plat;10;17;2532.57;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.8;Porta 350x250 cm - Blindex;6º/Plat;10;17;3282.96;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.9;Porta 220x250 cm - Blindex;6º/Plat;10;17;2063.58;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.10;Porta basculante metálica (loja) — pintura esmalte  - 696x294;1º;10;17;11900.11;40
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.11;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x140;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.11;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x140;2º;14;16;525.27;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.11;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x140;3º;15;17;525.27;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.11;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x140;4º;16;18;525.27;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.11;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x140;5º;17;19;525.27;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.11;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x140;6º/Plat;18;19;525.27;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.12;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x50;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.12;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x50;2º;14;16;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.12;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x50;3º;15;17;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.12;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x50;4º;16;18;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.12;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x50;5º;17;19;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.12;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 100x50;6º/Plat;18;19;187.6;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.13;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 150x140;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.13;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 150x140;2º;14;16;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.13;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 150x140;3º;15;17;787.91;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.13;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 150x140;4º;16;18;787.91;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.13;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 150x140;5º;17;19;787.91;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.13;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 150x140;6º/Plat;18;19;787.91;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.14;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 165x140;1º;14;15;866.7;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.14;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 165x140;2º;14;16;866.7;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.14;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 165x140;3º;15;17;866.7;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.14;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 165x140;4º;16;18;866.7;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.14;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 165x140;5º;17;19;866.7;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.14;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 165x140;6º/Plat;18;19;1733.4;7
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.15;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 200x140;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.15;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 200x140;2º;14;16;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.15;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 200x140;3º;15;17;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.15;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 200x140;4º;16;18;1050.55;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.15;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 200x140;5º;17;19;1050.55;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.15;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 200x140;6º/Plat;18;19;1050.55;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.16;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 300x140;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.16;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 300x140;2º;14;16;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.16;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 300x140;3º;15;17;1575.82;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.16;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 300x140;4º;16;18;1575.82;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.16;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 300x140;5º;17;19;1575.82;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.16;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 300x140;6º/Plat;18;19;1575.82;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.17;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 60x80;1º;14;15;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.17;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 60x80;2º;14;16;0;0
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.17;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 60x80;3º;15;17;180.09;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.17;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 60x80;4º;16;18;180.09;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.17;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 60x80;5º;17;19;180.09;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.17;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 60x80;6º/Plat;18;19;180.09;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.18;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 80x80;1º;14;15;0;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.18;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 80x80;2º;14;16;720.39;7
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.18;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 80x80;3º;15;17;720.39;7
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.18;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 80x80;4º;16;18;720.39;7
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.18;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 80x80;5º;17;19;720.39;7
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.18;Janela de alumínio anodizado linha veneziana + vidro temperado 6 mm — 80x80;6º/Plat;18;19;0;3.5
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.19;Vidro Fixo 632x250;Edifício;10;17;5928.09;6
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.20;Vidro Fixo 553x250;Edifício;10;17;5187.08;6
12;ESQUADRIAS (PORTAS, JANELAS, VIDROS);12.1.21;Vidro Fixo 160x250;Edifício;10;17;1500.78;6
